"id","pos_id","position_name","subposition","status","code","order_id","type_code","gcode","level_edu","duration_typ","csbanew"
"847","21082014062100","PIRGONJ","THAKURGAON",,"Thana","832",,,,,
"846","14082014074000","MATHBARIA","PIROJPUR",,"Thana","832",,,,,
"845","6082014108280","LALMONIRHAT SADAR","LALMONIRHAT",,"Thana","832",,,,,
"844","5082014103540","TANORE","RAJSHAHI",,"Thana","832",,,,,
"396","9022014008020","JHENAIGATI","SHERPUR",,"Thana","396",,,,,
"397","9022014009680","NAKLA","SHERPUR",,"Thana","397",,,,,
"398","9022014009666","NALITABARI","SHERPUR",,"Thana","398",,,,,
"399","9022014006322","SHERPUR SADAR","SHERPUR",,"Thana","399",,,,,
"400","9022014007594","SREEBARDI","SHERPUR",,"Thana","400",,,,,
"401","9022014005303","BASAIL","TANGAIL",,"Thana","401",,,,,
"402","9022014013243","BHUAPUR","TANGAIL",,"Thana","402",,,,,
"403","9022014011492","DELDUAR","TANGAIL",,"Thana","403",,,,,
"404","9022014010160","DHANBARI","TANGAIL",,"Thana","404",,,,,
"405","9022014010689","GHATAIL","TANGAIL",,"Thana","405",,,,,
"406","9022014007804","GOPALPUR","TANGAIL",,"Thana","406",,,,,
"407","9022014006980","KALIHATI","TANGAIL",,"Thana","407",,,,,
"408","9022014006985","MADHUPUR","TANGAIL",,"Thana","408",,,,,
"409","9022014014361","MIRZAPUR","TANGAIL",,"Thana","409",,,,,
"410","9022014006443","NAGARPUR","TANGAIL",,"Thana","410",,,,,
"411","9022014011232","SAKHIPUR","TANGAIL",,"Thana","411",,,,,
"412","9022014004729","TANGAIL SADAR","TANGAIL",,"Thana","412",,,,,
"413","9022014010704","BAGERHAT SADAR","BAGERHAT",,"Thana","413",,,,,
"414","9022014010469","CHITALMARI","BAGERHAT",,"Thana","414",,,,,
"415","9022014011223","FAKIRHAT","BAGERHAT",,"Thana","415",,,,,
"416","9022014007724","KACHUA","BAGERHAT",,"Thana","416",,,,,
"417","9022014013457","MOLLAHAT","BAGERHAT",,"Thana","417",,,,,
"418","9022014006211","MONGLA","BAGERHAT",,"Thana","418",,,,,
"419","9022014010769","MORRELGANJ","BAGERHAT",,"Thana","419",,,,,
"420","9022014008060","RAMPAL","BAGERHAT",,"Thana","420",,,,,
"421","9022014008201","SARANKHOLA","BAGERHAT",,"Thana","421",,,,,
"422","9022014013009","ALAMDANGA","CHUADANGA",,"Thana","422",,,,,
"423","9022014004938","DAMURHUDA","CHUADANGA",,"Thana","423",,,,,
"424","9022014004900","JIBAN NAGAR","CHUADANGA",,"Thana","424",,,,,
"425","9022014007151","ABHAYNAGAR","JESSORE",,"Thana","425",,,,,
"426","9022014009940","BAGHERPARA","JESSORE",,"Thana","426",,,,,
"427","9022014014101","CHAUGACHHA","JESSORE",,"Thana","427",,,,,
"428","9022014010604","JHIKARGACHHA","JESSORE",,"Thana","428",,,,,
